protocol_name;node;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts;written_to;avg_lde_attempts;avg_duration;ghz_fidelity;ghz_sem;ghz_lspread;ghz_rspread;dur_sem;dur_lspread;dur_rspread;stab_sem;stab_lspread;stab_rspread;99_duration;IIII
dyn_prot_4_14_1_swap;Natural Abundance;0.0001;0.0001;None;0.05;True;0.0001;0.001;1.0;True;False;inf;True;2000.0;4992.0;925325.6051682692;5.546075722475959;0.07201314107521248;0.00021504968309006472;0.009512865249336394;0.016566447401289347;0.06212111765665495;3.5455716224759586;3.6823227775240257;5.518639733211539e-08;1.858204293232052e-07;-1.8581860177901283e-07;20.92148089999996;0.06250017488981584
dyn_prot_4_14_1_swap;Natural Abundance;0.0001;0.0001;None;0.05;True;0.001;0.001;1.0;True;False;inf;True;2000.0;4992.0;60873.808894230766;1.2749701908854176;0.1507997562593823;0.000773733512783962;0.04836088786816792;0.04753467292370378;0.013936733851568132;0.7994660908854176;0.853912109114584;2.2854528421850457e-05;0.0008110459031736234;0.0008381563459826848;4.700504100000002;0.0632654918728785
dyn_prot_4_14_1_swap;Natural Abundance;0.0001;0.0001;None;0.05;True;0.01;0.001;1.0;True;False;inf;True;2000.0;4992.0;2348.64983974359;0.34803552369791707;0.7654045469393248;0.0012212904647563362;0.08774616910924726;0.08333397741804305;0.002803441318106297;0.14753142369791683;0.15246857630208327;0.001838333547447654;0.14338421746197533;0.1379714583681334;1.057270400000001;0.2941930821103147
dyn_prot_4_14_1_swap;Natural Abundance;0.0001;0.0001;None;0.1;True;0.001;0.001;1.0;True;False;inf;True;2000.0;4992.0;63474.12560096154;1.3264966558693916;0.14363145207874714;0.0007099613813132235;0.04392814550930152;0.045320864249553866;0.014545032921647886;0.8418403558693919;0.8507360441306098;1.746017146228646e-05;0.0007192746777403376;0.0008630165532509705;5.087550899999999;0.0631783438140921
dyn_prot_4_14_1_swap;Natural Abundance;0.001;0.001;None;0.05;True;0.0001;0.001;1.0;True;False;inf;True;2000.0;4992.0;921711.4555288461;5.527141728024836;0.07189260048452717;0.00021054521598355352;0.009392376077135736;0.015443791523986145;0.06047840300098481;3.5266376280248366;3.623362371975171;9.458227147452628e-08;2.605742621814011e-07;-2.605720570729095e-07;20.92450809999994;0.06250024524636441
dyn_prot_4_14_1_swap;Natural Abundance;0.001;0.001;None;0.05;True;0.001;0.001;1.0;True;False;inf;True;2000.0;4992.0;60725.424479166664;1.2727008759615392;0.14924362099765973;0.0007487149950352092;0.04721286403398571;0.048206538931901216;0.01378916956359013;0.7971967759615393;0.8473174240384624;2.261729440220447e-05;0.0008017944008553443;0.0008775433067211161;4.9255040999999995;0.0632568671261977
dyn_prot_4_14_1_swap;Natural Abundance;0.001;0.001;None;0.05;True;0.01;0.001;1.0;True;False;inf;True;2000.0;4992.0;2393.721955128205;0.3548559503605772;0.7510273634779363;0.0012214363198511144;0.08447279612195446;0.08342849797346208;0.0028957882004286605;0.15435185036057703;0.17064814963942299;0.0017786037066786226;0.1407336829203489;0.13552223019656026;1.1505041000000018;0.28381770147514895
dyn_prot_4_14_1_swap;Natural Abundance;0.001;0.001;None;0.1;True;0.001;0.001;1.0;True;False;inf;True;2000.0;4992.0;63786.9264823718;1.3356153736378213;0.14123411683204148;0.0006903815244035092;0.04270182442256004;0.04369971236929132;0.015078953272791972;0.8481630736378212;0.8536569263621798;1.8823676010784303e-05;0.0007337354574788292;0.000818027147993821;5.3580467;0.06319232837049005
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.05;True;0.0001;0.001;1.0;True;False;inf;True;2000.0;4992.0;937458.4174679487;5.61351825697115;0.07012055432024153;0.00017430796711116717;0.007620435587341004;0.012580552127274366;0.06356351086245443;3.5880141569711497;3.636985843028853;4.582392773555203e-08;1.3447937844465047e-07;-1.3447831335566124e-07;22.42550409999996;0.06250012656882677
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.05;True;0.001;0.001;1.0;True;False;inf;True;2000.0;4992.0;64497.00600961538;1.3470228670673081;0.1269203104961193;0.000511392652593514;0.032884323521764264;0.03386451891113437;0.014551672661655128;0.8465187670673083;0.8784812329326923;1.680225615513296e-05;0.0006652913733974589;0.0007803132065082709;5.026712700000002;0.06312714942049232
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.05;True;0.01;0.001;1.0;True;False;inf;True;2000.0;4992.0;3150.8319310897436;0.4566320375400645;0.5824086677404814;0.0011359458141005688;0.08205521738629684;0.07872032062141743;0.004159745354206924;0.23112793754006442;0.2438720624599363;0.0012344678437298524;0.09313602895934867;0.09440183878082367;1.5255041000000022;0.18752362182837018
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.1;False;0.0001;0.0;1.0;True;False;3.279773599999999;True;0.0;9877.0;229885.4502379265;3.2797735999999986;0.8142396690235022;9.173589546082766e-09;1.315278360780603e-06;1.2372392390602727e-06;4.947904323903007e-18;4.440892098500626e-16;4.440892098500626e-16;7.078562102917779e-09;1.014912003327595e-06;9.546214537747844e-07;3.2797735999999995;0.7105655055173558
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.1;False;0.0001;0.0;1.0;True;False;inf;True;0.0;9984.0;235729.22996794872;1.062442270673077;0.8142396837553038;9.048918275120923e-09;1.3300101624480476e-06;1.222507437392828e-06;0.006186979274379575;0.4868454706730767;0.5085835293269232;6.982359580566274e-09;1.0262657744730674e-06;9.432676826293118e-07;3.279773599999999;0.7105655162032579
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.1;False;0.0001;0.001;1.0;True;False;3.9523045000000008;True;2000.0;9861.0;229798.66646384748;3.9523045000000243;0.814239662336863;9.030722809370946e-09;1.3085917220934107e-06;1.2439258777474649e-06;1.3651098388590342e-17;1.7763568394002505e-15;-8.881784197001252e-16;0.000981441651646066;0.02034871772800717;0.020350687261464273;3.952304500000001;0.6914128159738163
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.1;False;0.0001;0.001;1.0;True;False;inf;True;2000.0;9984.0;236536.6141826923;1.3230279258413469;0.814239662318047;9.11226367973517e-09;1.308572905922567e-06;1.2439446939183085e-06;0.0072852904721474555;0.5813515258413461;0.6222381741586533;7.031249409946893e-09;1.009747341740308e-06;9.597861153620713e-07;3.9523045000000008;0.7105655006564977
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.1;True;0.0001;0.0;1.0;True;False;18.154848599999998;True;0.0;9923.0;922215.7087574322;18.1548486000001;0.0697669016693938;0.00011765401437785081;0.007266761773958866;0.012370875978748905;3.600278991792765e-17;3.552713678800501e-15;-3.552713678800501e-15;4.1323296939212804e-08;1.5830809821154243e-07;-1.5830676752988382e-07;18.1548486;0.06250014899585714
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.1;True;0.0001;0.0;1.0;True;False;inf;True;0.0;9984.0;950296.6039663461;4.555311903766023;0.06963500332942434;0.00011740759718811972;0.0071348689989518405;0.011469493666552213;0.03621484866414755;2.962352303766024;2.9907966962339767;2.091856954943841e-08;1.0326339899228293e-07;-1.0326217076729594e-07;18.154848599999998;0.06250009718908141
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.1;True;0.0001;0.001;1.0;True;False;21.57550409999998;True;2000.0;9890.0;902357.3519716886;21.575504099999993;0.06953846637617965;0.00011640461773253137;0.007038261774536078;0.011427297135970987;3.7027970145269324e-17;3.552713678800501e-15;-3.552713678800501e-15;8.637593917523491e-08;3.4045258909048623e-07;-3.4045110024628206e-07;21.575504099999982;0.0625003204259662
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.1;True;0.0001;0.001;1.0;True;False;inf;True;2000.0;9984.0;954397.3787059295;5.716648011608569;0.06938133882054981;0.00011332187141433756;0.006881201080395596;0.011230162929393842;0.04468168570820432;3.73562371160857;3.7838560883914303;1.528138249653781e-08;8.720212516574039e-08;-8.72014457890466e-08;21.57550409999998;0.06250008207258839
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;None;0.1;True;0.001;0.001;1.0;True;False;inf;True;2000.0;4992.0;67324.79787660256;1.40719903251202;0.12248412783730267;0.0004952150629007633;0.03165383934911431;0.03233917382412092;0.015112622196788402;0.8847287325120198;0.8828856674879801;1.6193347013728058e-05;0.0006240312384094837;0.0007062574024355121;5.3369186999999965;0.06308802686475562
dyn_prot_4_14_1_swap;Natural Abundance;0.01;0.01;0.05;0.05;False;0.0001;0.0;1.0;True;False;3.4137494999999984;True;0.0;10825.0;241146.21431870668;3.413749499999995;0.8021463088345773;0.00010817213187612499;0.012074295640259747;0.011395608085673414;1.299264845987954e-17;1.3322676295501878e-15;-1.3322676295501878e-15;9.040957013376379e-05;0.010091758171944298;0.009492850011604381;3.413749499999999;0.7010022923447886
