p_prob;p_lie;p_error;s_prob;s_lie;s_error;pg;pm;pn
4.054295624691357e-09;True;IXXX;4.054295624691357e-09;True;IZZZ;0.00475;0.00475;0.1
4.054295624691357e-09;False;IXXX;4.054295624691357e-09;False;IZZZ;;;
4.054295624691357e-09;True;IYYY;4.054295624691357e-09;True;IYYY;;;
4.054295624691357e-09;False;IYYY;4.054295624691357e-09;False;IYYY;;;
1.2162886874074072e-08;True;IXXY;1.2162886874074072e-08;True;IZZY;;;
1.2162886874074072e-08;False;IXXY;1.2162886874074072e-08;False;IZZY;;;
1.2162886874074072e-08;True;IXYY;1.2162886874074072e-08;True;IZYY;;;
1.2162886874074072e-08;False;IXYY;1.2162886874074072e-08;False;IZYY;;;
2.6660378276328826e-08;True;IXXZ;2.6660378276328826e-08;True;IZZX;;;
2.6660378276328826e-08;False;IXXZ;2.6660378276328826e-08;False;IZZX;;;
2.6660378276328826e-08;True;IYYZ;2.6660378276328826e-08;True;IYYX;;;
2.6660378276328826e-08;False;IYYZ;2.6660378276328826e-08;False;IYYX;;;
5.332075655265765e-08;True;IXYZ;5.332075655265765e-08;True;IZYX;;;
5.332075655265765e-08;False;IXYZ;5.332075655265765e-08;False;IZYX;;;
4.762316290405152e-06;True;IIXX;4.762316290405152e-06;True;IIZZ;;;
4.762316290405152e-06;False;IIXX;4.762316290405152e-06;False;IIZZ;;;
4.762316290405152e-06;True;IIYY;4.762316290405152e-06;True;IIYY;;;
4.762316290405152e-06;False;IIYY;4.762316290405152e-06;False;IIYY;;;
9.524632580810303e-06;True;IIXY;9.524632580810303e-06;True;IIZY;;;
9.524632580810303e-06;False;IIXY;9.524632580810303e-06;False;IIZY;;;
2.0994346303706898e-05;True;IIXZ;2.0994346303706898e-05;True;IIZX;;;
2.0994346303706898e-05;False;IIXZ;2.0994346303706898e-05;False;IIZX;;;
2.0994346303706898e-05;True;IIYZ;2.0994346303706898e-05;True;IIYX;;;
2.0994346303706898e-05;False;IIYZ;2.0994346303706898e-05;False;IIYX;;;
8.728969077623151e-05;True;IIZZ;8.728969077623151e-05;True;IIXX;;;
0.00013595669631917898;False;IIZZ;0.00013595669631917898;False;IIXX;;;
0.0024931343876195325;True;IIIX;0.0024931343876195325;True;IIIZ;;;
0.0024931343876195325;False;IIIX;0.0024931343876195325;False;IIIZ;;;
0.0024931343876195325;True;IIIY;0.0024931343876195325;True;IIIY;;;
0.0024931343876195325;False;IIIY;0.0024931343876195325;False;IIIY;;;
0.005332703057272239;True;IIIZ;0.005332703057272239;True;IIIX;;;
0.005391298580848643;False;IIIZ;0.005391298580848643;False;IIIX;;;
0.052793493033592216;True;IIII;0.052793493033592216;True;IIII;;;
0.9261643672822313;False;IIII;0.9261643672822313;False;IIII;;;
