error_config;lie;p;s;written_to;total_lde_attempts;avg_lde_attempts;total_duration;avg_duration;ghz_fidelity;protocol_name;qubit_order;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts
IIII;True;0.043270256872975636;0.043270256872975636;1.0;14.0;14.0;23.025;23.025;0.9640979122902533;dyn_prot_4_14_1;[20, 18, 16, 14];0.00525;0.00525;None;0.1;False;1.0;0.0;0.0;True;False;inf;False;1.0
IIII;False;0.926368451178921;0.926368451178921;;;;;;;;;;;;;;;;;;;;;
IIIX;True;0.0027336691890266374;0.007707535341860873;;;;;;;;;;;;;;;;;;;;;
IIIX;False;0.0027336691890266374;0.008044654303928568;;;;;;;;;;;;;;;;;;;;;
IIIY;True;0.0027336691890266374;0.0027336691890266374;;;;;;;;;;;;;;;;;;;;;
IIIY;False;0.0027336691890266374;0.0027336691890266374;;;;;;;;;;;;;;;;;;;;;
IIIZ;True;0.007707535341860873;0.0027336691890266374;;;;;;;;;;;;;;;;;;;;;
IIIZ;False;0.008044654303928568;0.0027336691890266374;;;;;;;;;;;;;;;;;;;;;
IIXX;True;5.786922303260501e-06;0.0015368675115281453;;;;;;;;;;;;;;;;;;;;;
IIXX;False;5.786922303260501e-06;0.0019191870442516537;;;;;;;;;;;;;;;;;;;;;
IIXY;True;1.1573844606521003e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXY;False;1.1573844606521003e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;True;4.287660550776276e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;False;4.287660550776276e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYX;True;0.0;4.287660550776276e-05;;;;;;;;;;;;;;;;;;;;;
IIYX;False;0.0;4.287660550776276e-05;;;;;;;;;;;;;;;;;;;;;
IIYY;True;5.786922303260501e-06;5.786922303260501e-06;;;;;;;;;;;;;;;;;;;;;
IIYY;False;5.786922303260501e-06;5.786922303260501e-06;;;;;;;;;;;;;;;;;;;;;
IIYZ;True;4.287660550776276e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYZ;False;4.287660550776276e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIZX;True;0.0;4.287660550776276e-05;;;;;;;;;;;;;;;;;;;;;
IIZX;False;0.0;4.287660550776276e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;True;0.0;1.1573844606521003e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;False;0.0;1.1573844606521003e-05;;;;;;;;;;;;;;;;;;;;;
IIZZ;True;0.0015368675115281453;5.786922303260501e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;False;0.0019191870442516537;5.786922303260501e-06;;;;;;;;;;;;;;;;;;;;;
