error_config;lie;p;s;written_to;total_lde_attempts;avg_lde_attempts;total_duration;avg_duration;ghz_fidelity;protocol_name;qubit_order;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts
IIII;True;0.03541906993012862;0.03541906993012862;1.0;14.0;14.0;23.025;23.025;0.9702205118894045;dyn_prot_4_14_1;[20, 18, 16, 14];0.004;0.004;None;0.1;False;1.0;0.0;0.0;True;False;inf;False;1.0
IIII;False;0.9410735862123181;0.9410735862123181;;;;;;;;;;;;;;;;;;;;;
IIIX;True;0.002094185051388613;0.005952786396933452;;;;;;;;;;;;;;;;;;;;;
IIIX;False;0.002094185051388613;0.006296820181374958;;;;;;;;;;;;;;;;;;;;;
IIIY;True;0.002094185051388613;0.002094185051388613;;;;;;;;;;;;;;;;;;;;;
IIIY;False;0.002094185051388613;0.002094185051388613;;;;;;;;;;;;;;;;;;;;;
IIIZ;True;0.005952786396933452;0.002094185051388613;;;;;;;;;;;;;;;;;;;;;
IIIZ;False;0.006296820181374958;0.002094185051388613;;;;;;;;;;;;;;;;;;;;;
IIXX;True;3.37150144798275e-06;0.001229900981571219;;;;;;;;;;;;;;;;;;;;;
IIXX;False;3.37150144798275e-06;0.0015217708155715153;;;;;;;;;;;;;;;;;;;;;
IIXY;True;6.7430028959655e-06;0.0;;;;;;;;;;;;;;;;;;;;;
IIXY;False;6.7430028959655e-06;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;True;2.5524055009885856e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;False;2.5524055009885856e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYX;True;0.0;2.5524055009885856e-05;;;;;;;;;;;;;;;;;;;;;
IIYX;False;0.0;2.5524055009885856e-05;;;;;;;;;;;;;;;;;;;;;
IIYY;True;3.37150144798275e-06;3.37150144798275e-06;;;;;;;;;;;;;;;;;;;;;
IIYY;False;3.37150144798275e-06;3.37150144798275e-06;;;;;;;;;;;;;;;;;;;;;
IIYZ;True;2.5524055009885856e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYZ;False;2.5524055009885856e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIZX;True;0.0;2.5524055009885856e-05;;;;;;;;;;;;;;;;;;;;;
IIZX;False;0.0;2.5524055009885856e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;True;0.0;6.7430028959655e-06;;;;;;;;;;;;;;;;;;;;;
IIZY;False;0.0;6.7430028959655e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;True;0.001229900981571219;3.37150144798275e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;False;0.0015217708155715153;3.37150144798275e-06;;;;;;;;;;;;;;;;;;;;;
