error_config;lie;p;s;written_to;total_lde_attempts;avg_lde_attempts;total_duration;avg_duration;ghz_fidelity;protocol_name;qubit_order;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts
IIII;True;0.053916679949939414;0.053916679949939414;1.0;14.0;14.0;23.025;23.025;0.9552549430594174;dyn_prot_4_14_1;[20, 18, 16, 14];0.007;0.007;None;0.1;False;1.0;0.0;0.0;True;False;inf;False;1.0
IIII;False;0.9059333003017374;0.9059333003017374;;;;;;;;;;;;;;;;;;;;;
IIIX;True;0.003616314858880228;0.010216215901878201;;;;;;;;;;;;;;;;;;;;;
IIIX;False;0.003616314858880228;0.010541666741851988;;;;;;;;;;;;;;;;;;;;;
IIIY;True;0.003616314858880228;0.003616314858880228;;;;;;;;;;;;;;;;;;;;;
IIIY;False;0.003616314858880228;0.003616314858880228;;;;;;;;;;;;;;;;;;;;;
IIIZ;True;0.010216215901878201;0.003616314858880228;;;;;;;;;;;;;;;;;;;;;
IIIZ;False;0.010541666741851988;0.003616314858880228;;;;;;;;;;;;;;;;;;;;;
IIXX;True;1.0234226363258752e-05;0.0020173127858562675;;;;;;;;;;;;;;;;;;;;;
IIXX;False;1.0234226363258752e-05;0.0025249097088502655;;;;;;;;;;;;;;;;;;;;;
IIXY;True;2.0468452726517504e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXY;False;2.0468452726517504e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;True;7.536104996923448e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;False;7.536104996923448e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYX;True;0.0;7.536104996923448e-05;;;;;;;;;;;;;;;;;;;;;
IIYX;False;0.0;7.536104996923448e-05;;;;;;;;;;;;;;;;;;;;;
IIYY;True;1.0234226363258752e-05;1.0234226363258752e-05;;;;;;;;;;;;;;;;;;;;;
IIYY;False;1.0234226363258752e-05;1.0234226363258752e-05;;;;;;;;;;;;;;;;;;;;;
IIYZ;True;7.536104996923448e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYZ;False;7.536104996923448e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIZX;True;0.0;7.536104996923448e-05;;;;;;;;;;;;;;;;;;;;;
IIZX;False;0.0;7.536104996923448e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;True;0.0;2.0468452726517504e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;False;0.0;2.0468452726517504e-05;;;;;;;;;;;;;;;;;;;;;
IIZZ;True;0.0020173127858562675;1.0234226363258752e-05;;;;;;;;;;;;;;;;;;;;;
IIZZ;False;0.0025249097088502655;1.0234226363258752e-05;;;;;;;;;;;;;;;;;;;;;
