error_config;lie;p;s;written_to;total_lde_attempts;avg_lde_attempts;total_duration;avg_duration;ghz_fidelity;protocol_name;qubit_order;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts
IIII;True;0.04481587884751802;0.04481587884751802;2.0;28.0;14.0;46.05;23.025;0.9628539173983315;dyn_prot_4_14_1;[20, 18, 16, 14];0.0055;0.0055;None;0.1;False;1.0;0.0;0.0;True;False;inf;False;1.0
IIII;False;0.9234381581088209;0.9234381581088209;;;;;;;;;;;;;;;;;;;;;
IIIX;True;0.002860673867533392;0.008062238622699957;;;;;;;;;;;;;;;;;;;;;
IIIX;False;0.002860673867533392;0.008397828354619729;;;;;;;;;;;;;;;;;;;;;
IIIY;True;0.002860673867533392;0.002860673867533392;;;;;;;;;;;;;;;;;;;;;
IIIY;False;0.002860673867533392;0.002860673867533392;;;;;;;;;;;;;;;;;;;;;
IIIZ;True;0.008062238622699957;0.002860673867533392;;;;;;;;;;;;;;;;;;;;;
IIIZ;False;0.008397828354619729;0.002860673867533392;;;;;;;;;;;;;;;;;;;;;
IIXX;True;6.346508236263424e-06;0.0016018823995125851;;;;;;;;;;;;;;;;;;;;;
IIXX;False;6.346508236263424e-06;0.002002206115384219;;;;;;;;;;;;;;;;;;;;;
IIXY;True;1.2693016472526848e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXY;False;1.2693016472526848e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;True;4.692177754125479e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;False;4.692177754125479e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYX;True;0.0;4.692177754125479e-05;;;;;;;;;;;;;;;;;;;;;
IIYX;False;0.0;4.692177754125479e-05;;;;;;;;;;;;;;;;;;;;;
IIYY;True;6.346508236263424e-06;6.346508236263424e-06;;;;;;;;;;;;;;;;;;;;;
IIYY;False;6.346508236263424e-06;6.346508236263424e-06;;;;;;;;;;;;;;;;;;;;;
IIYZ;True;4.692177754125479e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYZ;False;4.692177754125479e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIZX;True;0.0;4.692177754125479e-05;;;;;;;;;;;;;;;;;;;;;
IIZX;False;0.0;4.692177754125479e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;True;0.0;1.2693016472526848e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;False;0.0;1.2693016472526848e-05;;;;;;;;;;;;;;;;;;;;;
IIZZ;True;0.0016018823995125851;6.346508236263424e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;False;0.002002206115384219;6.346508236263424e-06;;;;;;;;;;;;;;;;;;;;;
