error_config;lie;p;s;written_to;total_lde_attempts;avg_lde_attempts;total_duration;avg_duration;ghz_fidelity;protocol_name;qubit_order;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts
IIII;True;0.0322213106702404;0.0322213106702404;1.0;14.0;14.0;23.025;23.025;0.9726238397007403;dyn_prot_4_14_1;[20, 18, 16, 14];0.0035;0.0035;None;0.1;False;1.0;0.0;0.0;True;False;inf;False;1.0
IIII;False;0.9469802987113242;0.9469802987113242;;;;;;;;;;;;;;;;;;;;;
IIIX;True;0.001836341620449797;0.0052597546314870035;;;;;;;;;;;;;;;;;;;;;
IIIX;False;0.001836341620449797;0.005606199467162835;;;;;;;;;;;;;;;;;;;;;
IIIY;True;0.001836341620449797;0.001836341620449797;;;;;;;;;;;;;;;;;;;;;
IIIY;False;0.001836341620449797;0.001836341620449797;;;;;;;;;;;;;;;;;;;;;
IIIZ;True;0.0052597546314870035;0.001836341620449797;;;;;;;;;;;;;;;;;;;;;
IIIZ;False;0.005606199467162835;0.001836341620449797;;;;;;;;;;;;;;;;;;;;;
IIXX;True;2.584986142456802e-06;0.001115562920472994;;;;;;;;;;;;;;;;;;;;;
IIXX;False;2.584986142456802e-06;0.0013710875942686898;;;;;;;;;;;;;;;;;;;;;
IIXY;True;5.169972284913606e-06;0.0;;;;;;;;;;;;;;;;;;;;;
IIXY;False;5.169972284913606e-06;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;True;1.9891213631072776e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;False;1.9891213631072776e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYX;True;0.0;1.9891213631072776e-05;;;;;;;;;;;;;;;;;;;;;
IIYX;False;0.0;1.9891213631072776e-05;;;;;;;;;;;;;;;;;;;;;
IIYY;True;2.584986142456802e-06;2.584986142456802e-06;;;;;;;;;;;;;;;;;;;;;
IIYY;False;2.584986142456802e-06;2.584986142456802e-06;;;;;;;;;;;;;;;;;;;;;
IIYZ;True;1.9891213631072776e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYZ;False;1.9891213631072776e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIZX;True;0.0;1.9891213631072776e-05;;;;;;;;;;;;;;;;;;;;;
IIZX;False;0.0;1.9891213631072776e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;True;0.0;5.169972284913606e-06;;;;;;;;;;;;;;;;;;;;;
IIZY;False;0.0;5.169972284913606e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;True;0.001115562920472994;2.584986142456802e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;False;0.0013710875942686898;2.584986142456802e-06;;;;;;;;;;;;;;;;;;;;;
