error_config;lie;p;s;written_to;total_lde_attempts;avg_lde_attempts;total_duration;avg_duration;ghz_fidelity;protocol_name;qubit_order;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts
XYYY;True;2.000000000000001e-12;0.0;;;;;;;;;;;;;;;;;;;;;
XYYY;False;2.000000000000001e-12;0.0;;;;;;;;;;;;;;;;;;;;;
YYYY;True;5.000000000000003e-13;5.000000000000003e-13;;;;;;;;;;;;;;;;;;;;;
YYYY;False;5.000000000000003e-13;5.000000000000003e-13;;;;;;;;;;;;;;;;;;;;;
ZYYY;True;0.0;2.000000000000001e-12;;;;;;;;;;;;;;;;;;;;;
ZYYY;False;0.0;2.000000000000001e-12;;;;;;;;;;;;;;;;;;;;;
ZZYY;True;0.0;3.0000000000000018e-12;;;;;;;;;;;;;;;;;;;;;
ZZYY;False;0.0;3.0000000000000018e-12;;;;;;;;;;;;;;;;;;;;;
ZZZY;True;0.0;2.000000000000001e-12;;;;;;;;;;;;;;;;;;;;;
ZZZY;False;0.0;2.000000000000001e-12;;;;;;;;;;;;;;;;;;;;;
ZZZZ;True;0.0;5.000000000000003e-13;;;;;;;;;;;;;;;;;;;;;
ZZZZ;False;0.0;5.000000000000003e-13;;;;;;;;;;;;;;;;;;;;;
