error_config;lie;p;s;written_to;total_lde_attempts;avg_lde_attempts;total_duration;avg_duration;ghz_fidelity;protocol_name;qubit_order;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts
IIII;True;0.028990920629983874;0.028990920629983874;1.0;14.0;14.0;23.025;23.025;0.9750008829892765;dyn_prot_4_14_1;[20, 18, 16, 14];0.003;0.003;None;0.1;False;1.0;0.0;0.0;True;False;inf;False;1.0
IIII;False;0.9529008549547733;0.9529008549547733;;;;;;;;;;;;;;;;;;;;;
IIIX;True;0.0015773475413463508;0.004571858289649521;;;;;;;;;;;;;;;;;;;;;
IIIX;False;0.0015773475413463508;0.004920502571813815;;;;;;;;;;;;;;;;;;;;;
IIIY;True;0.0015773475413463508;0.0015773475413463508;;;;;;;;;;;;;;;;;;;;;
IIIY;False;0.0015773475413463508;0.0015773475413463508;;;;;;;;;;;;;;;;;;;;;
IIIZ;True;0.004571858289649521;0.0015773475413463508;;;;;;;;;;;;;;;;;;;;;
IIIZ;False;0.004920502571813815;0.0015773475413463508;;;;;;;;;;;;;;;;;;;;;
IIXX;True;1.9018539119147047e-06;0.0010060496053705345;;;;;;;;;;;;;;;;;;;;;
IIXX;False;1.9018539119147047e-06;0.001225157570962674;;;;;;;;;;;;;;;;;;;;;
IIXY;True;3.803707823829409e-06;0.0;;;;;;;;;;;;;;;;;;;;;
IIXY;False;3.803707823829409e-06;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;True;1.4984740100049541e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;False;1.4984740100049541e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYX;True;0.0;1.4984740100049541e-05;;;;;;;;;;;;;;;;;;;;;
IIYX;False;0.0;1.4984740100049541e-05;;;;;;;;;;;;;;;;;;;;;
IIYY;True;1.9018539119147047e-06;1.9018539119147047e-06;;;;;;;;;;;;;;;;;;;;;
IIYY;False;1.9018539119147047e-06;1.9018539119147047e-06;;;;;;;;;;;;;;;;;;;;;
IIYZ;True;1.4984740100049541e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYZ;False;1.4984740100049541e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIZX;True;0.0;1.4984740100049541e-05;;;;;;;;;;;;;;;;;;;;;
IIZX;False;0.0;1.4984740100049541e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;True;0.0;3.803707823829409e-06;;;;;;;;;;;;;;;;;;;;;
IIZY;False;0.0;3.803707823829409e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;True;0.0010060496053705345;1.9018539119147047e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;False;0.001225157570962674;1.9018539119147047e-06;;;;;;;;;;;;;;;;;;;;;
