error_config;lie;p;s;written_to;total_lde_attempts;avg_lde_attempts;total_duration;avg_duration;ghz_fidelity;protocol_name;qubit_order;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts
IIII;True;0.04788244643438366;0.04788244643438366;2.0;28.0;14.0;46.05;23.025;0.9603465755377212;dyn_prot_4_14_1;[20, 18, 16, 14];0.006;0.006;None;0.1;False;1.0;0.0;0.0;True;False;inf;False;1.0
IIII;False;0.9175884733026792;0.9175884733026792;;;;;;;;;;;;;;;;;;;;;
IIIX;True;0.0031137775039288074;0.00877535008555282;;;;;;;;;;;;;;;;;;;;;
IIIX;False;0.0031137775039288074;0.00910774086148897;;;;;;;;;;;;;;;;;;;;;
IIIY;True;0.0031137775039288074;0.0031137775039288074;;;;;;;;;;;;;;;;;;;;;
IIIY;False;0.0031137775039288074;0.0031137775039288074;;;;;;;;;;;;;;;;;;;;;
IIIZ;True;0.00877535008555282;0.0031137775039288074;;;;;;;;;;;;;;;;;;;;;
IIIZ;False;0.00910774086148897;0.0031137775039288074;;;;;;;;;;;;;;;;;;;;;
IIXX;True;7.5416799414125314e-06;0.0017355332999188962;;;;;;;;;;;;;;;;;;;;;
IIXX;False;7.5416799414125314e-06;0.0021717650488338805;;;;;;;;;;;;;;;;;;;;;
IIXY;True;1.5083359882825063e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXY;False;1.5083359882825063e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;True;5.5600695213592704e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;False;5.5600695213592704e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYX;True;0.0;5.5600695213592704e-05;;;;;;;;;;;;;;;;;;;;;
IIYX;False;0.0;5.5600695213592704e-05;;;;;;;;;;;;;;;;;;;;;
IIYY;True;7.5416799414125314e-06;7.5416799414125314e-06;;;;;;;;;;;;;;;;;;;;;
IIYY;False;7.5416799414125314e-06;7.5416799414125314e-06;;;;;;;;;;;;;;;;;;;;;
IIYZ;True;5.5600695213592704e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYZ;False;5.5600695213592704e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIZX;True;0.0;5.5600695213592704e-05;;;;;;;;;;;;;;;;;;;;;
IIZX;False;0.0;5.5600695213592704e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;True;0.0;1.5083359882825063e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;False;0.0;1.5083359882825063e-05;;;;;;;;;;;;;;;;;;;;;
IIZZ;True;0.0017355332999188962;7.5416799414125314e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;False;0.0021717650488338805;7.5416799414125314e-06;;;;;;;;;;;;;;;;;;;;;
