p_prob;p_lie;p_error;s_prob;s_lie;s_error;pg;pm;pn
5.2487999999999935e-12;True;XXXX;5.2487999999999935e-12;True;ZZZZ;0.00675;0.00675;0.1
5.2487999999999935e-12;False;XXXX;5.2487999999999935e-12;False;ZZZZ;;;
5.2487999999999935e-12;True;YYYY;5.2487999999999935e-12;True;YYYY;;;
5.2487999999999935e-12;False;YYYY;5.2487999999999935e-12;False;YYYY;;;
2.0995199999999974e-11;True;XXXY;2.0995199999999974e-11;True;ZZZY;;;
2.0995199999999974e-11;False;XXXY;2.0995199999999974e-11;False;ZZZY;;;
2.0995199999999974e-11;True;XYYY;2.0995199999999974e-11;True;ZYYY;;;
2.0995199999999974e-11;False;XYYY;2.0995199999999974e-11;False;ZYYY;;;
3.149279999999996e-11;True;XXYY;3.149279999999996e-11;True;ZZYY;;;
3.149279999999996e-11;False;XXYY;3.149279999999996e-11;False;ZZYY;;;
1.1622009599999998e-08;True;IXXX;1.1622009599999998e-08;True;IZZZ;;;
1.1622009599999998e-08;False;IXXX;1.1622009599999998e-08;False;IZZZ;;;
1.1622009599999998e-08;True;IYYY;1.1622009599999998e-08;True;IYYY;;;
1.1622009599999998e-08;False;IYYY;1.1622009599999998e-08;False;IYYY;;;
3.48660288e-08;True;IXXY;3.48660288e-08;True;IZZY;;;
3.48660288e-08;False;IXXY;3.48660288e-08;False;IZZY;;;
3.48660288e-08;True;IXYY;3.48660288e-08;True;IZYY;;;
3.48660288e-08;False;IXYY;3.48660288e-08;False;IZYY;;;
7.704249585693334e-08;True;IXXZ;7.704249585693334e-08;True;IZZX;;;
7.704249585693334e-08;False;IXXZ;7.704249585693334e-08;False;IZZX;;;
7.704249585693334e-08;True;IYYZ;7.704249585693334e-08;True;IYYX;;;
7.704249585693334e-08;False;IYYZ;7.704249585693334e-08;False;IYYX;;;
1.5408499171386668e-07;True;IXYZ;1.5408499171386668e-07;True;IZYX;;;
1.5408499171386668e-07;False;IXYZ;1.5408499171386668e-07;False;IZYX;;;
9.573099475343068e-06;True;IIXX;9.573099475343068e-06;True;IIZZ;;;
9.573099475343068e-06;False;IIXX;9.573099475343068e-06;False;IIZZ;;;
9.573099475343068e-06;True;IIYY;9.573099475343068e-06;True;IIYY;;;
9.573099475343068e-06;False;IIYY;9.573099475343068e-06;False;IIYY;;;
1.9146198950686135e-05;True;IIXY;1.9146198950686135e-05;True;IIZY;;;
1.9146198950686135e-05;False;IIXY;1.9146198950686135e-05;False;IIZY;;;
4.2647301595471037e-05;True;IIXZ;4.2647301595471037e-05;True;IIZX;;;
4.2647301595471037e-05;False;IIXZ;4.2647301595471037e-05;False;IIZX;;;
4.2647301595471037e-05;True;IIYZ;4.2647301595471037e-05;True;IIYX;;;
4.2647301595471037e-05;False;IIYZ;4.2647301595471037e-05;False;IIYX;;;
0.00015437013377366318;True;IIZZ;0.00015437013377366318;True;IIXX;;;
0.00021279258885967267;False;IIZZ;0.00021279258885967267;False;IIXX;;;
0.0035186124984429297;True;IIIX;0.0035186124984429297;True;IIIZ;;;
0.0035186124984429297;False;IIIX;0.0035186124984429297;False;IIIZ;;;
0.0035186124984429297;True;IIIY;0.0035186124984429297;True;IIIY;;;
0.0035186124984429297;False;IIIY;0.0035186124984429297;False;IIIY;;;
0.007586718267545693;True;IIIZ;0.007586718267545693;True;IIIX;;;
0.007662165254027572;False;IIIZ;0.007662165254027572;False;IIIX;;;
0.06688677290545215;True;IIII;0.06688677290545215;True;IIII;;;
0.9031747543943032;False;IIII;0.9031747543943032;False;IIII;;;
