p_prob;p_lie;p_error;s_prob;s_lie;s_error;pg;pm;pn
3.4477055999999985e-09;True;IXXX;3.4477055999999985e-09;True;IZZZ;0.0045;0.0045;0.1
3.4477055999999985e-09;False;IXXX;3.4477055999999985e-09;False;IZZZ;;;
3.4477055999999985e-09;True;IYYY;3.4477055999999985e-09;True;IYYY;;;
3.4477055999999985e-09;False;IYYY;3.4477055999999985e-09;False;IYYY;;;
1.0343116799999996e-08;True;IXXY;1.0343116799999996e-08;True;IZZY;;;
1.0343116799999996e-08;False;IXXY;1.0343116799999996e-08;False;IZZY;;;
1.0343116799999996e-08;True;IXYY;1.0343116799999996e-08;True;IZYY;;;
1.0343116799999996e-08;False;IXYY;1.0343116799999996e-08;False;IZYY;;;
2.265277232255735e-08;True;IXXZ;2.265277232255735e-08;True;IZZX;;;
2.265277232255735e-08;False;IXXZ;2.265277232255735e-08;False;IZZX;;;
2.265277232255735e-08;True;IYYZ;2.265277232255735e-08;True;IYYX;;;
2.265277232255735e-08;False;IYYZ;2.265277232255735e-08;False;IYYX;;;
4.53055446451147e-08;True;IXYZ;4.53055446451147e-08;True;IZYX;;;
4.53055446451147e-08;False;IXYZ;4.53055446451147e-08;False;IZYX;;;
4.276636110877444e-06;True;IIXX;4.276636110877444e-06;True;IIZZ;;;
4.276636110877444e-06;False;IIXX;4.276636110877444e-06;False;IIZZ;;;
4.276636110877444e-06;True;IIYY;4.276636110877444e-06;True;IIYY;;;
4.276636110877444e-06;False;IIYY;4.276636110877444e-06;False;IIYY;;;
8.553272221754887e-06;True;IIXY;8.553272221754887e-06;True;IIZY;;;
8.553272221754887e-06;False;IIXY;8.553272221754887e-06;False;IIZY;;;
1.883200472415283e-05;True;IIXZ;1.883200472415283e-05;True;IIZX;;;
1.883200472415283e-05;False;IIXZ;1.883200472415283e-05;False;IIZX;;;
1.883200472415283e-05;True;IIYZ;1.883200472415283e-05;True;IIYX;;;
1.883200472415283e-05;False;IIYZ;1.883200472415283e-05;False;IIYX;;;
8.029642912043829e-05;True;IIZZ;8.029642912043829e-05;True;IIXX;;;
0.0001277991515774568;False;IIZZ;0.0001277991515774568;False;IIXX;;;
0.002363929434098248;True;IIIX;0.002363929434098248;True;IIIZ;;;
0.002363929434098248;False;IIIX;0.002363929434098248;False;IIIZ;;;
0.002363929434098248;True;IIIY;0.002363929434098248;True;IIIY;;;
0.002363929434098248;False;IIIY;0.002363929434098248;False;IIIY;;;
0.005051499567269356;True;IIIZ;0.005051499567269356;True;IIIX;;;
0.005108155165585385;False;IIIZ;0.005108155165585385;False;IIIX;;;
0.05099092385679499;True;IIII;0.05099092385679499;True;IIII;;;
0.9290758305668303;False;IIII;0.9290758305668303;False;IIII;;;
