error_config;lie;p;s;written_to;total_lde_attempts;avg_lde_attempts;total_duration;avg_duration;ghz_fidelity;protocol_name;qubit_order;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts
IIII;True;0.04171641933460457;0.04171641933460457;2.0;28.0;14.0;46.05;23.025;0.965335435540573;dyn_prot_4_14_1;[20, 18, 16, 14];0.005;0.005;None;0.1;False;1.0;0.0;0.0;True;False;inf;False;1.0
IIII;False;0.9293023500381068;0.9293023500381068;;;;;;;;;;;;;;;;;;;;;
IIIX;True;0.002606364858528058;0.007354075232390556;;;;;;;;;;;;;;;;;;;;;
IIIX;False;0.002606364858528058;0.0076926756347399095;;;;;;;;;;;;;;;;;;;;;
IIIY;True;0.002606364858528058;0.002606364858528058;;;;;;;;;;;;;;;;;;;;;
IIIY;False;0.002606364858528058;0.002606364858528058;;;;;;;;;;;;;;;;;;;;;
IIIZ;True;0.007354075232390556;0.002606364858528058;;;;;;;;;;;;;;;;;;;;;
IIIZ;False;0.0076926756347399095;0.002606364858528058;;;;;;;;;;;;;;;;;;;;;
IIXX;True;5.2527539363037686e-06;0.0014730598236797781;;;;;;;;;;;;;;;;;;;;;
IIXX;False;5.2527539363037686e-06;0.0018373441351945512;;;;;;;;;;;;;;;;;;;;;
IIXY;True;1.0505507872607537e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXY;False;1.0505507872607537e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;True;3.9025313126262224e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;False;3.9025313126262224e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYX;True;0.0;3.9025313126262224e-05;;;;;;;;;;;;;;;;;;;;;
IIYX;False;0.0;3.9025313126262224e-05;;;;;;;;;;;;;;;;;;;;;
IIYY;True;5.2527539363037686e-06;5.2527539363037686e-06;;;;;;;;;;;;;;;;;;;;;
IIYY;False;5.2527539363037686e-06;5.2527539363037686e-06;;;;;;;;;;;;;;;;;;;;;
IIYZ;True;3.9025313126262224e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYZ;False;3.9025313126262224e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIZX;True;0.0;3.9025313126262224e-05;;;;;;;;;;;;;;;;;;;;;
IIZX;False;0.0;3.9025313126262224e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;True;0.0;1.0505507872607537e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;False;0.0;1.0505507872607537e-05;;;;;;;;;;;;;;;;;;;;;
IIZZ;True;0.0014730598236797781;5.2527539363037686e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;False;0.0018373441351945512;5.2527539363037686e-06;;;;;;;;;;;;;;;;;;;;;
