error_config;lie;p;s;pg;pm;pn;p_dec;ts;p_bell;bell_dur;meas_dur;written_to;lde_attempts;total_duration;avg_lde;avg_duration
IIII;False;0.8322896665186121;0.8322896665186121;0.004;0.004;0.1;0.0;0.0;1.0;1.0;1.0;1.0;22.0;43.0;22.0;43.0
IIIX;False;0.002071576214873292;0.014723197449085571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIIY;False;0.002071576214873292;0.002071576214873292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIIZ;False;0.014723197449085571;0.002071576214873292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIXX;False;3.3473337980465437e-06;0.00021707280004939003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIXY;False;6.6946675960930875e-06;4.813289152520623e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIXZ;False;4.813289152520623e-05;4.813289152520623e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIYY;False;3.3473337980465437e-06;3.3473337980465437e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIYZ;False;4.813289152520623e-05;6.6946675960930875e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIZZ;False;0.00021707280004939003;3.3473337980465437e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIII;True;0.12932894462480193;0.12932894462480193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIIX;True;0.002071576214873292;0.014721456005188406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIIY;True;0.002071576214873292;0.002071576214873292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIIZ;True;0.014721456005188406;0.002071576214873292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIXX;True;3.3473337980465437e-06;0.00021359712016046518;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIXY;True;6.6946675960930875e-06;4.813289152520623e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIXZ;True;4.813289152520623e-05;4.813289152520623e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIYY;True;3.3473337980465437e-06;3.3473337980465437e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIYZ;True;4.813289152520623e-05;6.6946675960930875e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IIZZ;True;0.00021359712016046518;3.3473337980465437e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
