p_prob;p_lie;p_error;s_prob;s_lie;s_error;pg;pm;pn
4.513343209876539e-12;True;XXXX;4.513343209876539e-12;True;ZZZZ;0.0065;0.0065;0.1
4.513343209876539e-12;False;XXXX;4.513343209876539e-12;False;ZZZZ;;;
4.513343209876539e-12;True;YYYY;4.513343209876539e-12;True;YYYY;;;
4.513343209876539e-12;False;YYYY;4.513343209876539e-12;False;YYYY;;;
1.8053372839506156e-11;True;XXXY;1.8053372839506156e-11;True;ZZZY;;;
1.8053372839506156e-11;False;XXXY;1.8053372839506156e-11;False;ZZZY;;;
1.8053372839506156e-11;True;XYYY;1.8053372839506156e-11;True;ZYYY;;;
1.8053372839506156e-11;False;XYYY;1.8053372839506156e-11;False;ZYYY;;;
2.7080059259259236e-11;True;XXYY;2.7080059259259236e-11;True;ZZYY;;;
2.7080059259259236e-11;False;XXYY;2.7080059259259236e-11;False;ZZYY;;;
1.0379300661728394e-08;True;IXXX;1.0379300661728394e-08;True;IZZZ;;;
1.0379300661728394e-08;False;IXXX;1.0379300661728394e-08;False;IZZZ;;;
1.0379300661728394e-08;True;IYYY;1.0379300661728394e-08;True;IYYY;;;
1.0379300661728394e-08;False;IYYY;1.0379300661728394e-08;False;IYYY;;;
3.1137901985185175e-08;True;IXXY;3.1137901985185175e-08;True;IZZY;;;
3.1137901985185175e-08;False;IXXY;3.1137901985185175e-08;False;IZZY;;;
3.1137901985185175e-08;True;IXYY;3.1137901985185175e-08;True;IZYY;;;
3.1137901985185175e-08;False;IXYY;3.1137901985185175e-08;False;IZYY;;;
6.872836152793323e-08;True;IXXZ;6.872836152793323e-08;True;IZZX;;;
6.872836152793323e-08;False;IXXZ;6.872836152793323e-08;False;IZZX;;;
6.872836152793323e-08;True;IYYZ;6.872836152793323e-08;True;IYYX;;;
6.872836152793323e-08;False;IYYZ;6.872836152793323e-08;False;IYYX;;;
1.3745672305586647e-07;True;IXYZ;1.3745672305586647e-07;True;IZYX;;;
1.3745672305586647e-07;False;IXYZ;1.3745672305586647e-07;False;IZYX;;;
8.88222084759799e-06;True;IIXX;8.88222084759799e-06;True;IIZZ;;;
8.88222084759799e-06;False;IIXX;8.88222084759799e-06;False;IIZZ;;;
8.88222084759799e-06;True;IIYY;8.88222084759799e-06;True;IIYY;;;
8.88222084759799e-06;False;IIYY;8.88222084759799e-06;False;IIYY;;;
1.776444169519598e-05;True;IIXY;1.776444169519598e-05;True;IIZY;;;
1.776444169519598e-05;False;IIXY;1.776444169519598e-05;False;IIZY;;;
3.951352108152106e-05;True;IIXZ;3.951352108152106e-05;True;IIZX;;;
3.951352108152106e-05;False;IIXZ;3.951352108152106e-05;False;IIZX;;;
3.951352108152106e-05;True;IIYZ;3.951352108152106e-05;True;IIYX;;;
3.951352108152106e-05;False;IIYZ;3.951352108152106e-05;False;IIYX;;;
0.00014488515166428538;True;IIZZ;0.00014488515166428538;True;IIXX;;;
0.00020204573834869954;False;IIZZ;0.00020204573834869954;False;IIXX;;;
0.0033912246527137177;True;IIIX;0.0033912246527137177;True;IIIZ;;;
0.0033912246527137177;False;IIIX;0.0033912246527137177;False;IIIZ;;;
0.0033912246527137177;True;IIIY;0.0033912246527137177;True;IIIY;;;
0.0033912246527137177;False;IIIY;0.0033912246527137177;False;IIIY;;;
0.00730451893024713;True;IIIZ;0.00730451893024713;True;IIIX;;;
0.0073777299632377565;False;IIIZ;0.0073777299632377565;False;IIIX;;;
0.06515679579642297;True;IIII;0.06515679579642297;True;IIII;;;
0.9060192979179877;False;IIII;0.9060192979179877;False;IIII;;;
