p_prob;p_lie;p_error;s_prob;s_lie;s_error;pg;pm;pn
1.0223615999999999e-09;True;IXXX;1.0223615999999999e-09;True;IZZZ;0.003;0.003;0.1
1.0223615999999999e-09;False;IXXX;1.0223615999999999e-09;False;IZZZ;;;
1.0223615999999999e-09;True;IYYY;1.0223615999999999e-09;True;IYYY;;;
1.0223615999999999e-09;False;IYYY;1.0223615999999999e-09;False;IYYY;;;
3.0670848000000004e-09;True;IXXY;3.0670848000000004e-09;True;IZZY;;;
3.0670848000000004e-09;False;IXXY;3.0670848000000004e-09;False;IZZY;;;
3.0670848000000004e-09;True;IXYY;3.0670848000000004e-09;True;IZYY;;;
3.0670848000000004e-09;False;IXYY;3.0670848000000004e-09;False;IZYY;;;
6.695724681420907e-09;True;IXXZ;6.695724681420907e-09;True;IZZX;;;
6.695724681420907e-09;False;IXXZ;6.695724681420907e-09;False;IZZX;;;
6.695724681420907e-09;True;IYYZ;6.695724681420907e-09;True;IYYX;;;
6.695724681420907e-09;False;IYYZ;6.695724681420907e-09;False;IYYX;;;
1.3391449362841814e-08;True;IXYZ;1.3391449362841814e-08;True;IZYX;;;
1.3391449362841814e-08;False;IXYZ;1.3391449362841814e-08;False;IZYX;;;
1.9071651905185795e-06;True;IIXX;1.9071651905185795e-06;True;IIZZ;;;
1.9071651905185795e-06;False;IIXX;1.9071651905185795e-06;False;IIZZ;;;
1.9071651905185795e-06;True;IIYY;1.9071651905185795e-06;True;IIYY;;;
1.9071651905185795e-06;False;IIYY;1.9071651905185795e-06;False;IIYY;;;
3.814330381037158e-06;True;IIXY;3.814330381037158e-06;True;IIZY;;;
3.814330381037158e-06;False;IIXY;3.814330381037158e-06;False;IIZY;;;
8.356264402413212e-06;True;IIXZ;8.356264402413212e-06;True;IIZX;;;
8.356264402413212e-06;False;IIXZ;8.356264402413212e-06;False;IIZX;;;
8.356264402413212e-06;True;IIYZ;8.356264402413212e-06;True;IIYX;;;
8.356264402413212e-06;False;IIYZ;8.356264402413212e-06;False;IIYX;;;
4.4640962326626676e-05;True;IIZZ;4.4640962326626676e-05;True;IIXX;;;
8.542048639473276e-05;False;IIZZ;8.542048639473276e-05;False;IIXX;;;
0.0015839760170439868;True;IIIX;0.0015839760170439868;True;IIIZ;;;
0.0015839760170439868;False;IIIX;0.0015839760170439868;False;IIIZ;;;
0.0015839760170439868;True;IIIY;0.0015839760170439868;True;IIIY;;;
0.0015839760170439868;False;IIIY;0.0015839760170439868;False;IIIY;;;
0.003366603554226452;True;IIIZ;0.003366603554226452;True;IIIX;;;
0.003412393163619607;False;IIIZ;0.003412393163619607;False;IIIX;;;
0.03998306151055592;True;IIII;0.03998306151055592;True;IIII;;;
0.94672322394543;False;IIII;0.94672322394543;False;IIII;;;
